MUNICÍPIO - UF,UF,LATITUDE,LONGITUDE
SANTA RITA DO PASSA QUATRO - SP,SP,-21.70714401,-47.47898085
SANTA RITA DO SAPUCAÍ - MG,MG,-22.25332983,-45.70398819
SANTA ROSA - RS,RS,-27.67982084,-53.30946771
SANTA ROSA DE LIMA - SC,SC,-28.03560557,-49.1250913
SANTA ROSA DE VITERBO - SP,SP,-21.4852725,-47.36726893
SANTA ROSA DO PURUS - AC,AC,-9.443406537,-70.48649689
SANTA TERESA - ES,ES,-19.93771432,-40.59899772
SANTA TEREZINHA - SC,SC,-26.78098235,-50.00552919
SANTA VITÓRIA - MG,MG,-18.84394798,-50.12346511
SANTA VITÓRIA DO PALMAR - RS,RS,-33.51986003,-53.36700638
SANTANA - BA,BA,-13.60709955,-42.87771373
SANTANA DE PARNAÍBA - SP,SP,-23.449453,-46.92209251
SANTANA DO ARAGUAIA - PA,PA,-9.329424525,-50.34480432
SANTANA DO DESERTO - MG,MG,-20.19740459,-42.83447223
SANTANA DO JACARÉ - MG,MG,-20.90167749,-45.12804857
SANT'ANA DO LIVRAMENTO - RS,RS,-30.88938401,-55.53481427
SANTANA DO MATOS - RN,RN,-5.957727155,-36.65410497
SANTANA DO RIACHO - MG,MG,-19.17009187,-43.7114593
SANTARÉM - PA,PA,-2.43621333,-54.71857017
SANTIAGO - RS,RS,-29.19146017,-54.86907585
SANTO ANDRÉ - SP,SP,-23.65751,-46.53087426
SANTO ANTÔNIO DA BARRA - GO,GO,-17.5561083,-50.63405358
SANTO ANTÔNIO DA PATRULHA - RS,RS,-29.83203402,-50.52098594
SANTO ANTÔNIO DE POSSE - SP,SP,-22.60479685,-46.9159099
SANTO ANTÔNIO DO ARACANGUÁ - SP,SP,-20.93249684,-50.49673505
SANTO ANTÔNIO DO IÇÁ - AM,AM,-3.107486309,-67.94648514
SANTO ANTÔNIO DO LESTE - MT,MT,-14.8008134,-53.61172385
SANTO ANTÔNIO DO LEVERGER - MT,MT,-15.86917904,-56.0941622
SANTO ANTÔNIO DO MONTE - MG,MG,-20.08721925,-45.29393592
SANTO ANTÔNIO DO PALMA - RS,RS,-28.4974451,-52.02463306
SANTO ANTÔNIO DO PLANALTO - RS,RS,-28.39592891,-52.68372584
SANTO ANTÔNIO DOS LOPES - MA,MA,-4.873819576,-44.36144743
SANTO INÁCIO - PR,PR,-22.70006858,-51.7952999
SANTO ÂNGELO - RS,RS,-28.30193787,-54.2641428
SANTOS - SP,SP,-23.9337375,-46.33137085
SANTOS DUMONT - MG,MG,-21.45753199,-43.55375217
SAPEZAL - MT,MT,-13.53819535,-58.81213801
SAPIRANGA - RS,RS,-29.63855412,-51.00362299
SAPUCAIA DO SUL - RS,RS,-29.82486803,-51.15187472
SAPUCAÍ-MIRIM - MG,MG,-22.75159638,-45.74092574
SARANDI - RS,RS,-28.416327,-55.83332392
SARAPUÍ - SP,SP,-23.64150657,-47.82719599
SARUTAIÁ - SP,SP,-23.27449593,-49.48312863
SARZEDO - MG,MG,-20.03453492,-44.14586736
SAUDADE DO IGUAÇU - PR,PR,-25.69366116,-52.61433937
SAUDADES - SC,SC,-26.91975695,-52.99556973
SCHROEDER - SC,SC,-26.42097591,-49.07325969
SEBASTIANÓPOLIS DO SUL - SP,SP,-20.6568805,-49.9209225
SEBERI - RS,RS,-27.48041382,-53.4054673
SELVÍRIA - MS,MS,-20.36674259,-51.41893691
SENGÉS - PR,PR,-24.11681022,-49.47301929
SENTO SÉ - BA,BA,-9.740379805,-41.89099692
SEROPÉDICA - RJ,RJ,-22.74301107,-43.70192522
SERRA - ES,ES,-20.15676984,-40.27521704
SERRA ALTA - SC,SC,-26.72477337,-53.04627634
SERRA DO MEL - RN,RN,-5.165241348,-37.04130135
SERRA DO SALITRE - MG,MG,-19.11179576,-46.69210873
SERRA DOS AIMORÉS - MG,MG,-17.78574702,-40.24316857
SERRA TALHADA - PE,PE,-7.98799752,-38.29631495
SERRANA - SP,SP,-21.20947799,-47.5977621
SERRANIA - MG,MG,-21.54668065,-46.04314494
SERRANÓPOLIS - GO,GO,-18.3077244,-51.95777794
SERRINHA - BA,BA,-11.65953172,-39.00813263
SERRITA - PE,PE,-7.954340398,-39.29262317
SERTANÓPOLIS - PR,PR,-23.05848198,-51.04224353
SERTÃOZINHO - SP,SP,-21.13702151,-47.99114843
SETE LAGOAS - MG,MG,-19.45828742,-44.23959462
SEVERÍNIA - SP,SP,-20.80938579,-48.80153398
SIDERÓPOLIS - SC,SC,-28.59510242,-49.42054093
SILVES - AM,AM,-2.83642743,-58.21480086
SIMONÉSIA - MG,MG,-20.1220296,-42.00385675
SIMÃO DIAS - SE,SE,-10.7380618,-37.80943058
SIMÕES - PI,PI,-7.599137166,-40.81750907
SIMÕES FILHO - BA,BA,-12.78394148,-38.41151919
SINOP - MT,MT,-11.85800531,-55.500922
SIRINHAÉM - PE,PE,-8.5933695,-35.11640535
SOBRADINHO - BA,BA,-9.470806638,-40.79159485
SOBRAL - CE,CE,-3.688037684,-40.34866803
SOCORRO - SP,SP,-22.59202995,-46.52921159
SOLEDADE - RS,RS,-28.82773795,-52.50986617
SONORA - MS,MS,-17.58135523,-54.75490622
SOROCABA - SP,SP,-23.499323,-47.45785325
SORRISO - MT,MT,-12.55177671,-55.72591368
SOUTO SOARES - BA,BA,-12.092596,-41.64424839
SUD MENNUCCI - SP,SP,-20.6929435,-50.92052656
SUL BRASIL - SC,SC,-26.73693621,-52.9642048
SUMARÉ - SP,SP,-22.822145,-47.26580273
SUMIDOURO - RJ,RJ,-22.05066941,-42.67862558
SUZANO - SP,SP,-23.5368275,-46.30781047
SUZANÁPOLIS - SP,SP,-20.50334427,-51.02822259
SÃO BENTO DO NORTE - RN,RN,-5.05950106,-36.03543135
SÃO BENTO DO SUL - SC,SC,-26.24948542,-49.3869789
SÃO BERNARDO DO CAMPO - SP,SP,-23.7103045,-46.55025725
SÃO BONIFÁCIO - SC,SC,-28.71020985,-49.56040748
SÃO BORJA - RS,RS,-28.66283753,-56.00102915
SÃO CAETANO DO SUL - SP,SP,-23.614705,-46.57151461
SÃO CAITANO - PE,PE,-8.3273605,-36.1373598
SÃO CARLOS - SP,SP,-20.75631332,-49.1410566
SÃO CARLOS DO IVAÍ - PR,PR,-23.30884745,-52.47711459
SÃO CRISTOVÃO DO SUL - SC,SC,-27.28294667,-50.43462893
SÃO DESIDÉRIO - BA,BA,-12.36089549,-44.97409624
SÃO DOMINGOS - GO,GO,-13.40201326,-46.31510524
SÃO DOMINGOS - SC,SC,-26.55783037,-52.53722747
SÃO FRANCISCO DE ITABAPOANA - RJ,RJ,-21.48013813,-41.11771973
SÃO FRANCISCO DE PAULA - RS,RS,-29.44409807,-50.58210811
SÃO FRANCISCO DO CONDE - BA,BA,-12.6299828,-38.67579805
SÃO FRANCISCO DO GLÓRIA - MG,MG,-20.79230142,-42.26822053
SÃO FRANCISCO DO GUAPORÉ - RO,RO,-12.06379841,-63.57086471
SÃO FÉLIX DO ARAGUAIA - MT,MT,-11.61608233,-50.66198637
SÃO FÉLIX DO XINGU - PA,PA,-6.642483278,-51.99378252
SÃO GABRIEL - BA,BA,-11.22670733,-41.8742692
SÃO GABRIEL - RS,RS,-30.33676005,-54.32047786
SÃO GABRIEL DA CACHOEIRA - AM,AM,-0.136462788,-67.0836429
SÃO GABRIEL DA PALHA - ES,ES,-19.02196475,-40.52959951
SÃO GABRIEL DO OESTE - MS,MS,-19.39552137,-54.56456909
SÃO GONÇALO - RJ,RJ,-22.82954731,-43.03233506
SÃO GONÇALO DO ABAETÉ - MG,MG,-18.34111293,-45.83424615
SÃO GONÇALO DO AMARANTE - CE,CE,-3.6056325,-38.97207587
SÃO GONÇALO DO GURGUÉIA - PI,PI,-10.02994011,-45.30140551
SÃO GONÇALO DO RIO ABAIXO - MG,MG,-19.8318007,-43.34804002
SÃO GONÇALO DOS CAMPOS - BA,BA,-12.4303098,-38.94977243
SÃO GOTARDO - MG,MG,-19.31270019,-46.05314404
SÃO JOAQUIM - SC,SC,-28.2947125,-49.93674176
SÃO JOAQUIM DA BARRA - SP,SP,-20.58316556,-47.86326807
SÃO JOSÉ - SC,SC,-27.59031208,-48.61602272
SÃO JOSÉ DA LAGOA TAPADA - PB,PB,-6.944231489,-38.15777019
SÃO JOSÉ DA LAJE - AL,AL,-9.011065882,-36.05738773
SÃO JOSÉ DA LAPA - MG,MG,-19.69862682,-43.9599563
SÃO JOSÉ DE MIPIBU - RN,RN,-6.070465712,-35.24027465
SÃO JOSÉ DE RIBAMAR - MA,MA,-2.55585852,-44.05754812
SÃO JOSÉ DO BELMONTE - PE,PE,-7.861740055,-38.75945378
SÃO JOSÉ DO CAMPESTRE - RN,RN,-6.315563981,-35.71211503
SÃO JOSÉ DO CEDRO - SC,SC,-26.4560603,-53.50012411
SÃO JOSÉ DO EGITO - PE,PE,-7.474025183,-37.27507219
SÃO JOSÉ DO HORTÊNCIO - RS,RS,-29.54004861,-51.24959756
SÃO JOSÉ DO INHACORÁ - RS,RS,-27.72258457,-54.1335502
SÃO JOSÉ DO PEIXE - PI,PI,-7.493008781,-42.57017942
SÃO JOSÉ DO PIAUÍ - PI,PI,-6.870626245,-41.47940723
SÃO JOSÉ DO RIO CLARO - MT,MT,-13.45206834,-56.72158376
SÃO JOSÉ DO RIO PARDO - SP,SP,-21.5961025,-46.88826589
SÃO JOSÉ DO RIO PRETO - SP,SP,-20.8126365,-49.38134769
SÃO JOSÉ DO SABUGI - PB,PB,-6.775531407,-36.79749322
SÃO JOSÉ DO VALE DO RIO PRETO - RJ,RJ,-22.14973951,-42.9233683
SÃO JOSÉ DOS AUSENTES - RS,RS,-28.74990643,-50.06361294
SÃO JOSÉ DOS CAMPOS - SP,SP,-23.1840615,-45.8841754
SÃO JOSÉ DOS PINHAIS - PR,PR,-25.537702,-49.20008247
SÃO JOÃO - PR,PR,-23.83765975,-53.80343529
SÃO JOÃO BATISTA - SC,SC,-27.29588056,-48.85700428
SÃO JOÃO BATISTA DO GLÓRIA - MG,MG,-20.63903685,-46.50346147
SÃO JOÃO DA BALIZA - RR,RR,0.947157427,-59.90604435
SÃO JOÃO DA BARRA - RJ,RJ,-21.64045775,-41.05034815
SÃO JOÃO DA BOA VISTA - SP,SP,-21.972011,-46.79635078
SÃO JOÃO DE MERITI - RJ,RJ,-22.80233081,-43.3718846
SÃO JOÃO DEL REI - MG,MG,-21.13550897,-44.26097273
SÃO JOÃO DO IVAÍ - PR,PR,-23.99308948,-51.82027921
SÃO JOÃO DO PARAÍSO - MG,MG,-15.3184381,-42.01142244
SÃO JOÃO DO PIAUÍ - PI,PI,-8.348849688,-42.25643753
SÃO JOÃO DO RIO DO PEIXE - PB,PB,-6.734430828,-38.44545357
SÃO JOÃO DO TIGRE - PB,PB,-8.081042889,-36.84574332
SÃO LEOPOLDO - RS,RS,-29.76586654,-51.14623456
SÃO LOURENÇO DO OESTE - SC,SC,-26.35519016,-52.85133367
SÃO LUDGERO - SC,SC,-28.32689553,-49.17568432
SÃO LUIZ GONZAGA - RS,RS,-28.40664695,-54.95965955
SÃO LUÍS - MA,MA,-2.531885985,-44.29791856
SÃO LUÍS DO QUITUNDE - AL,AL,-9.314117369,-35.56549084
SÃO MAMEDE - PB,PB,-6.930228371,-37.09485739
SÃO MANUEL - SP,SP,-22.73645999,-48.56876328
SÃO MATEUS DO SUL - PR,PR,-25.86959951,-50.39062425
SÃO MIGUEL ARCANJO - SP,SP,-23.87949,-47.99558915
SÃO MIGUEL DO GOSTOSO - RN,RN,-5.122857116,-35.64128351
SÃO MIGUEL DOS CAMPOS - AL,AL,-9.779934576,-36.09426427
SÃO PAULO - SP,SP,-23.5673865,-46.57038318
SÃO PAULO DE OLIVENÇA - AM,AM,-3.466509623,-68.94485349
SÃO PEDRO DA ALDEIA - RJ,RJ,-22.83720319,-42.10352867
SÃO PEDRO DE ALCÂNTARA - SC,SC,-27.56717009,-48.78766959
SÃO PEDRO DO IVAÍ - PR,PR,-23.86781344,-51.85696276
SÃO PEDRO DO PIAUÍ - PI,PI,-5.913951647,-42.72366017
SÃO PEDRO DO TURVO - SP,SP,-22.75125643,-49.74147616
SÃO ROQUE - SP,SP,-23.530359,-47.13542301
SÃO SEBASTIÃO DA BOA VISTA - PA,PA,-1.7188505,-49.53231217
SÃO SEBASTIÃO DO PARAÍSO - MG,MG,-20.91806545,-46.98647183
SÃO SEBASTIÃO DO UATUMÃ - AM,AM,-2.57015258,-57.87034636
SÃO SEPÉ - RS,RS,-30.16741139,-53.56964413
SÃO SIMÃO - GO,GO,-18.9897386,-50.54969976
SÃO TOMÉ - PR,PR,-23.53551136,-52.59248367
SÃO TOMÉ - RN,RN,-5.973022347,-36.07366315
SÃO VICENTE - SP,SP,-22.01293996,-49.08954998
SÍTIO D'ABADIA - GO,GO,-14.80399392,-46.25248984
TABAPORÃ - MT,MT,-11.30750796,-56.8248338
TABATINGA - AM,AM,-4.231883676,-69.94624438
TABOCAS DO BREJO VELHO - BA,BA,-12.70730092,-44.01118907
TABOÃO DA SERRA - SP,SP,-23.6233285,-46.78578003
TABULEIRO DO NORTE - CE,CE,-5.24380387,-38.12973713
TACAIMBÓ - PE,PE,-8.315610725,-36.2904043
TACARATU - PE,PE,-9.105699644,-38.15346116
TACIBA - SP,SP,-22.38826626,-51.28477342
TAGUATINGA - TO,TO,-12.39614174,-46.4387317
TAILÂNDIA - PA,PA,-2.9370795,-48.95128163
TAIÓ - SC,SC,-27.1179373,-50.00509646
TAMANDARÉ - PE,PE,-8.704689279,-35.09064655
TAMARANA - PR,PR,-23.71517719,-51.0985602
TAMBOARA - PR,PR,-23.20182065,-52.50062929
TANABI - SP,SP,-20.62511214,-49.6488202
TANGARÁ - SC,SC,-27.1010111,-51.24591438
TANGARÁ DA SERRA - MT,MT,-14.62378475,-57.49129915
TANGUÁ - RJ,RJ,-22.73393743,-42.72117195
TANQUE NOVO - BA,BA,-11.06557658,-42.05619857
TAPAUÁ - AM,AM,-5.624223518,-63.18709487
TAPEJARA - PR,PR,-23.73247919,-52.86411318
TAPERA - RS,RS,-28.62495019,-52.87146717
TAPIRA - MG,MG,-19.92557922,-46.82191536
TAPIRATIBA - SP,SP,-21.4718854,-46.74551521
TAPIRAÍ - SP,SP,-23.97314827,-47.50528824
TAPURAH - MT,MT,-12.73206863,-56.5194859
TAQUARAÇU DE MINAS - MG,MG,-19.67384805,-43.68714279
TAQUARIVAÍ - SP,SP,-23.91925715,-48.69732864
TARAUACÁ - AC,AC,-8.155668592,-70.75550106
TARUMÃ - SP,SP,-22.74477119,-50.57656514
TATUÍ - SP,SP,-23.3485765,-47.84946403
TAUBATÉ - SP,SP,-23.0265555,-45.5566087
TAUÁ - CE,CE,-6.00299894,-40.29262466
TEFÉ - AM,AM,-3.348372494,-64.70841966
TEIXEIRA DE FREITAS - BA,BA,-17.53774988,-39.74451769
TELÊMACO BORBA - PR,PR,-24.32868597,-50.62312272
TENENTE LAURENTINO CRUZ - RN,RN,-6.147230159,-36.72066014
TEODORO SAMPAIO - SP,SP,-22.531007,-52.17119482
TEOTÔNIO VILELA - AL,AL,-9.907497883,-36.35556314
TERESINA - PI,PI,-5.086341952,-42.80527046
TERESÓPOLIS - RJ,RJ,-22.40900495,-42.96295671
TERRA NOVA - BA,BA,-12.4030919,-38.62310186
TERRA NOVA - PE,PE,-8.230357979,-39.37442184
TERRA RICA - PR,PR,-22.72436497,-52.62467057
TERRA ROXA - SP,SP,-20.78784166,-48.34153614
TERRA SANTA - PA,PA,-2.108114474,-56.49090477
TESOURO - MT,MT,-16.0752374,-53.55584396
TEÓFILO OTONI - MG,MG,-17.86253981,-41.50963517
TIANGUÁ - CE,CE,-3.722674,-40.99170562
TIBAGI - PR,PR,-24.51328807,-50.41147012
TIETÊ - SP,SP,-23.09788949,-47.71147253
TIJUCAS - SC,SC,-27.23945361,-48.63207056
TIMBAÚBA - PE,PE,-7.511745674,-35.31877212
TIMÓTEO - MG,MG,-19.58405036,-42.64394231
TIROS - MG,MG,-19.00391738,-45.9635511
TOCANTINÓPOLIS - TO,TO,-6.325634376,-47.42741293
TOLEDO - PR,PR,-24.732077,-53.74141149
TOMBOS - MG,MG,-20.90258923,-42.01468162
TONANTINS - AM,AM,-2.86109125,-67.77648228
TORIXORÉU - MT,MT,-16.19752636,-52.55883864
TORRINHA - SP,SP,-22.42749361,-48.17215759
TOUROS - RN,RN,-5.202606801,-35.45529317
TRAIRI - CE,CE,-3.264420169,-39.27223187
TRAJANO DE MORAES - RJ,RJ,-22.0613797,-42.05481525
TRAMANDAÍ - RS,RS,-29.98730195,-50.1303765
TREMEMBÉ - SP,SP,-22.96041521,-45.55074688
TREZE DE MAIO - SC,SC,-28.55814004,-49.14481531
TRIUNFO - RS,RS,-29.94520427,-51.71531284
TROMBUDO CENTRAL - SC,SC,-27.30301953,-49.79247823
TRÊS BARRAS - SC,SC,-26.11409634,-50.30541937
TRÊS DE MAIO - RS,RS,-27.77966022,-54.23530221
TRÊS LAGOAS - MS,MS,-20.78867916,-51.71000063
TRÊS MARIAS - MG,MG,-18.20592122,-45.22573525
TRÊS PASSOS - RS,RS,-29.3105932,-49.95992753
TRÊS PONTAS - MG,MG,-21.36876992,-45.5154748
TUBARÃO - SC,SC,-28.48003395,-49.00526808
TUCANO - BA,BA,-10.96430017,-38.785948
TUCUMÃ - PA,PA,-6.749972007,-51.13953925
TUCURUÍ - PA,PA,-3.766889084,-49.66718437
TUPACIGUARA - MG,MG,-18.59935256,-48.69373588
TUPANDI - RS,RS,-29.48791281,-51.41982543
TUPÃ - SP,SP,-21.93482151,-50.51400642
TURVELÂNDIA - GO,GO,-17.85095234,-50.30747934
TURVO - PR,PR,-25.0401268,-51.53276433
TURVO - SC,SC,-28.92474922,-49.68086575
TURVOLÂNDIA - MG,MG,-21.87938901,-45.79673579
TURVÂNIA - GO,GO,-16.60980378,-50.13195305
UARINI - AM,AM,-2.983609243,-65.15534564
UBAITABA - BA,BA,-14.31043637,-39.32254741
UBAJARA - CE,CE,-3.848491435,-40.90714393
UBARANA - SP,SP,-21.162471,-49.71967239
UBERABA - MG,MG,-19.71353461,-47.9836249
UBERLÂNDIA - MG,MG,-18.91899861,-48.27795018
UBÁ - MG,MG,-21.11859695,-42.93678646
UIBAÍ - BA,BA,-11.33811456,-42.13379555
UIRAMUTÃ - RR,RR,4.585440388,-60.19571615
ULIANÓPOLIS - PA,PA,-3.75719301,-47.50314475
UMARI - CE,CE,-6.647244375,-38.70132572
UMBURANAS - BA,BA,-14.12459906,-41.48405257
UMUARAMA - PR,PR,-23.76395,-53.3084598
UNAÍ - MG,MG,-16.35900849,-46.8999566
UNIÃO - PI,PI,-4.586018159,-42.86292972
UNIÃO DA VITÓRIA - PR,PR,-26.2284345,-51.09060952
UNIÃO DOS PALMARES - AL,AL,-9.159524117,-36.03314284
URANDI - BA,BA,-14.76324218,-42.65899881
URUAÇU - GO,GO,-14.52021976,-49.14748562
URUBICI - SC,SC,-28.00455491,-49.58820561
URUBURETAMA - CE,CE,-3.623016834,-39.50817807
URUCARÁ - AM,AM,-2.536611672,-57.75982817
URUCUIA - MG,MG,-19.64302117,-44.35784798
URUCURITUBA - AM,AM,-3.546907235,-58.93312862
URUCÂNIA - MG,MG,-20.35087042,-42.74122845
URUGUAIANA - RS,RS,-29.75982317,-57.08182491
URUSSANGA - SC,SC,-28.5199662,-49.31910792
VACARIA - RS,RS,-28.5023544,-50.93659916
VALE DE SÃO DOMINGOS - MT,MT,-15.29589784,-59.06457116
VALE DO ANARI - RO,RO,-9.851392708,-62.17682344
VALENÇA - BA,BA,-13.37034151,-39.07235025
VALENÇA - RJ,RJ,-22.24471943,-43.70484368
VALINHOS - SP,SP,-22.971244,-46.99663003
VALPARAÍSO - SP,SP,-21.22557528,-50.86930812
VALPARAÍSO DE GOIÁS - GO,GO,-16.06957526,-47.98411135
VARGEM ALTA - ES,ES,-20.6716782,-41.00714836
VARGEM BONITA - SC,SC,-27.0032416,-51.74474018
VARGINHA - MG,MG,-20.90267754,-42.3955896
VENDA NOVA DO IMIGRANTE - ES,ES,-20.33151818,-41.12905321
VENTUROSA - PE,PE,-8.576526901,-36.87837208
VENÂNCIO AIRES - RS,RS,-29.61165289,-52.19188024
VERA - MT,MT,-12.28404886,-55.30091857
VERANÓPOLIS - RS,RS,-28.93395734,-51.5522869
VERDELÂNDIA - MG,MG,-15.59454235,-43.60602226
VERÍSSIMO - MG,MG,-19.66935783,-48.30371058
VIAMÃO - RS,RS,-30.08189684,-51.02482049
VIANA - ES,ES,-20.39086251,-40.49562434
VICENTINA - MS,MS,-22.40178756,-54.44212478
VICTOR GRAEFF - RS,RS,-28.56018463,-52.74779179
VICÊNCIA - PE,PE,-7.6529595,-35.32030069
VIDEIRA - SC,SC,-27.00612907,-51.15170528
VILA BITTENCOURT - AM,AM,-1.395262075,-69.42636107
VILA PROPÍCIO - GO,GO,-15.45463482,-48.88242208
VILA VELHA - ES,ES,-20.3383741,-40.29395664
VILHENA - RO,RO,-12.74137347,-60.13858387
VIRGEM DA LAPA - MG,MG,-16.80214886,-42.34328107
VISTA ALEGRE DO ALTO - SP,SP,-21.16715408,-48.63017136
VISTA ALEGRE DO PRATA - RS,RS,-28.8094723,-51.7862084
VITÓRIA - ES,ES,-20.32015379,-40.32220873
VITÓRIA DA CONQUISTA - BA,BA,-14.84800481,-40.83980954
VITÓRIA DE SANTO ANTÃO - PE,PE,-8.118748,-35.29386424
VIÇOSA DO CEARÁ - CE,CE,-3.566012753,-41.09162908
VOLTA GRANDE - MG,MG,-21.77071115,-42.54128495
VOLTA REDONDA - RJ,RJ,-22.5099676,-44.09352188
VOTORANTIM - SP,SP,-23.54187121,-47.44973806
VÁRZEA DA PALMA - MG,MG,-17.59757018,-44.73034658
VÁRZEA GRANDE - MT,MT,-15.65806482,-56.14466374
VÁRZEA NOVA - BA,BA,-11.2572312,-40.94584593
VÁRZEA PAULISTA - SP,SP,-23.2144665,-46.82989022
WANDERLÂNDIA - TO,TO,-6.850125517,-47.95626773
WENCESLAU BRAZ - MG,MG,-22.52901304,-45.35677395
XANGRI-LÁ - RS,RS,-29.80537819,-50.03908142
XANXERÊ - SC,SC,-26.8745845,-52.40466714
XAXIM - SC,SC,-26.9637195,-52.53493252
XIQUE-XIQUE - BA,BA,-10.82497442,-42.725508
ÁGUA BOA - MT,MT,-14.0490868,-52.1589153
ÁGUA CLARA - MS,MS,-20.44885076,-52.87511755
ÁGUA DOCE - SC,SC,-27.00409166,-51.55909656
ÁGUA FRIA DE GOIÁS - GO,GO,-14.98553527,-47.78221216
ÁGUAS DE CHAPECÓ - SC,SC,-27.07621291,-52.98725101
ÁGUAS DE SANTA BÁRBARA - SP,SP,-22.86914941,-49.23860777
ÁGUAS DE SÃO PEDRO - SP,SP,-22.59733955,-47.88397474
ÁGUAS FRIAS - SC,SC,-26.88022754,-52.85941945
ÁGUAS VERMELHAS - MG,MG,-15.74531995,-41.4587883
ÁUREA - RS,RS,-27.69378665,-52.05417567
ÓBIDOS - PA,PA,-1.909235496,-55.51632351
